,Primary Instructor,Course Title,Number,YearTerm,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Course,ACP,CS,HUM,NAT,QR,SBS
917,"Reedy, Melissa M",Molec & Cellular Basis of Life,150.0,2018-fa,15.0,27.0,37.0,29.0,26.0,31.0,21.0,17.0,18.0,10.0,7.0,4.0,4.0,0.0,MCB 150,,,,LS,,
918,"Reedy, Melissa M",Molec & Cellular Basis of Life,150.0,2019-fa,28.0,37.0,45.0,46.0,37.0,31.0,24.0,21.0,25.0,12.0,7.0,5.0,2.0,4.0,MCB 150,,,,LS,,
919,"Reid, Debra A",History of Ag in IL Since 1860,179.0,2018-fa,1.0,8.0,5.0,9.0,11.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,ACES 179,,US,HP,,,
920,"Reid, Debra A",History of Ag in IL Since 1860,179.0,2019-fa,2.0,11.0,7.0,11.0,16.0,4.0,2.0,5.0,2.0,0.0,1.0,1.0,2.0,0.0,ACES 179,,US,HP,,,
921,"Reisner, Ann E",Social Aspects of Media,351.0,2019-fa,2.0,5.0,4.0,3.0,6.0,3.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,MACS 351,,,,,,SS
922,"Reynolds, Felisa V",Exploring Paris,156.0,2018-fa,0.0,87.0,10.0,8.0,4.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,FR 156,,WCC,LA,,,
923,"Reznick, Bruce A",Elementary Theory of Numbers,453.0,2019-fa,4.0,10.0,4.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,MATH 453,,,,,QR2,
924,"Zaharescu, Alexandru",Elementary Theory of Numbers,453.0,2019-fa,0.0,15.0,2.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MATH 453,,,,,QR2,
925,"Rice, Laura A",Disability in American Society,330.0,2018-fa,8.0,19.0,25.0,13.0,9.0,6.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,CHLH 330,,,,,,SS
926,"Rice, Laura A",Disability in American Society,330.0,2018-fa,8.0,19.0,25.0,13.0,9.0,6.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,REHB 330,,,,,,SS
927,"Rice, Laura A",Disability in American Society,330.0,2019-fa,13.0,27.0,16.0,19.0,14.0,6.0,6.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,CHLH 330,,,,,,SS
928,"Rice, Laura A",Disability in American Society,330.0,2019-fa,13.0,27.0,16.0,19.0,14.0,6.0,6.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,REHB 330,,,,,,SS
929,"Richardson, Sarah D",Companion Animals in Society,250.0,2019-fa,76.0,127.0,43.0,9.0,6.0,13.0,8.0,9.0,3.0,2.0,1.0,1.0,5.0,1.0,ANSC 250,,WCC,,,,
930,"Richardson, Sarah D",Human Animal Interactions,305.0,2019-fa,12.0,28.0,2.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,ANSC 305,,,,,,SS
931,"Ritchison, Brandon T",Introduction to Anthropology,101.0,2019-fa,0.0,111.0,55.0,32.0,43.0,25.0,10.0,17.0,14.0,0.0,18.0,0.0,13.0,1.0,ANTH 101,,WCC,,,,SS
932,"Robinson, Jessica L",Sex & Gender in Popular Media,356.0,2018-fa,26.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,GWS 356,,WCC,,,,
933,"Robinson, Jessica L",Sex & Gender in Popular Media,356.0,2018-fa,26.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,MACS 356,,WCC,,,,
934,"Valdivia, Angharad N",Sex & Gender in Popular Media,356.0,2018-fa,1.0,9.0,2.0,3.0,12.0,6.0,4.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,GWS 356,,WCC,,,,
935,"Valdivia, Angharad N",Sex & Gender in Popular Media,356.0,2018-fa,1.0,9.0,2.0,3.0,12.0,6.0,4.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,MACS 356,,WCC,,,,
936,"Rodriguez, Luis F",Humanity in the Food Web,311.0,2018-fa,24.0,33.0,18.0,5.0,10.0,5.0,5.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,TSM 311,ACP,,HP,,,
937,"Rodriguez, Luis F",Humanity in the Food Web,311.0,2019-fa,10.0,24.0,18.0,8.0,19.0,6.0,4.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,TSM 311,ACP,,HP,,,
938,"Rodriguez, Luis F",Intro Sustainable Food Systems,102.0,2019-fa,10.0,20.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,ACES 102,,,,LS,,
939,"Roman Alicea, Natalia",Intro to Intercultural Comm,232.0,2018-fa,3.0,6.0,4.0,4.0,4.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CMN 232,,NW,,,,SS
940,"Wilson, Samuel R",Intro to Intercultural Comm,232.0,2018-fa,4.0,6.0,7.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,CMN 232,,NW,,,,SS
941,"Roman-Garcia, Fernando Y",Ideas in Geometry,119.0,2019-fa,2.0,3.0,7.0,4.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MATH 119,,,,,QR1,
942,"Romberg, Kristin",Art Since 1940,242.0,2019-fa,0.0,15.0,9.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARTH 242,,,LA,,,
943,"Romero, Rolando J",Contemporary US Latina/o Lit,360.0,2018-fa,1.0,1.0,6.0,1.0,4.0,4.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,LLS 360,,US,LA,,,
944,"Romero, Rolando J",Contemporary US Latina/o Lit,360.0,2019-fa,5.0,4.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,LLS 360,,US,LA,,,
945,"Rosenblatt, Karin A",Introduction to Epidemiology,274.0,2018-fa,60.0,81.0,107.0,77.0,45.0,32.0,15.0,16.0,8.0,9.0,7.0,7.0,33.0,5.0,CHLH 274,,,,,QR1,
946,"Rosenstock, Bruce",Religion & Society in West I,108.0,2018-fa,34.0,21.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,ANTH 108,,WCC,HP,,,
947,"Rosenstock, Bruce",Religion & Society in West I,108.0,2018-fa,34.0,21.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,JS 108,,WCC,HP,,,
948,"Rosenstock, Bruce",Religion & Society in West I,108.0,2018-fa,34.0,21.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,PHIL 108,,WCC,HP,,,
949,"Rosenstock, Bruce",Religion & Society in West I,108.0,2018-fa,34.0,21.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,REL 108,,WCC,HP,,,
950,"Rosenstock, Bruce",Religion & Society in West I,108.0,2018-fa,34.0,21.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,SOC 108,,WCC,HP,,,
951,"Rosenstock, Bruce",Religion & Society in West I,108.0,2019-fa,45.0,26.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ANTH 108,,WCC,HP,,,
952,"Rosenstock, Bruce",Religion & Society in West I,108.0,2019-fa,45.0,26.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,JS 108,,WCC,HP,,,
953,"Rosenstock, Bruce",Religion & Society in West I,108.0,2019-fa,45.0,26.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PHIL 108,,WCC,HP,,,
954,"Rosenstock, Bruce",Religion & Society in West I,108.0,2019-fa,45.0,26.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,REL 108,,WCC,HP,,,
955,"Rosenstock, Bruce",Religion and Philosophy,231.0,2019-fa,5.0,10.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,PHIL 231,,,HP,,,
956,"Rosenstock, Bruce",Religion and Philosophy,231.0,2019-fa,5.0,10.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,REL 231,,,HP,,,
957,"Rouphail, Robert M",20thC World to Midcentury,258.0,2018-fa,0.0,10.0,10.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,HIST 258,,WCC,HP,,,
958,"Roy, William R",Writing on Technol & Security,481.0,2018-fa,3.0,9.0,4.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GLBL 481,ACP,,,,,
959,"Roy, William R",Writing on Technol & Security,481.0,2018-fa,3.0,9.0,4.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NPRE 481,ACP,,,,,
960,"Roy, William R",Writing on Technol & Security,481.0,2019-fa,5.0,7.0,7.0,8.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,GLBL 481,ACP,,,,,
961,"Roy, William R",Writing on Technol & Security,481.0,2019-fa,5.0,7.0,7.0,8.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NPRE 481,ACP,,,,,
962,"Ruedas-Gracia, Nidia",Educational Psychology,201.0,2019-fa,25.0,101.0,54.0,10.0,13.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,EPSY 201,,,,,,BSC
963,"Saadah, Eman",Lang&Culture of Arab World,150.0,2018-fa,11.0,12.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ARAB 150,,NW,,,,
964,"Saadah, Eman",Lang&Culture of Arab World,150.0,2018-fa,11.0,12.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,SAME 150,,NW,,,,
965,"Saadah, Eman",Lang&Culture of Arab World,150.0,2019-fa,12.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,ARAB 150,,NW,,,,
966,"Saadah, Eman",Lang&Culture of Arab World,150.0,2019-fa,12.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,SAME 150,,NW,,,,
967,"Sahin, Esra",Families in Global Perspective,220.0,2019-fa,21.0,16.0,16.0,9.0,11.0,14.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,ANTH 210,,NW,,,,SS
968,"Sahin, Esra",Families in Global Perspective,220.0,2019-fa,21.0,16.0,16.0,9.0,11.0,14.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,HDFS 220,,NW,,,,SS
969,"Sanders, Kirk",Ancient Philosophy,203.0,2018-fa,0.0,12.0,8.0,10.0,8.0,8.0,2.0,4.0,3.0,0.0,1.0,0.0,4.0,0.0,CLCV 203,,,HP,,,
970,"Sanders, Kirk",Ancient Philosophy,203.0,2018-fa,0.0,12.0,8.0,10.0,8.0,8.0,2.0,4.0,3.0,0.0,1.0,0.0,4.0,0.0,PHIL 203,,,HP,,,
971,"Sanders, Kirk",Ancient Philosophy,203.0,2019-fa,0.0,8.0,9.0,10.0,10.0,4.0,7.0,3.0,2.0,0.0,1.0,0.0,7.0,1.0,CLCV 203,,,HP,,,
972,"Sanders, Kirk",Ancient Philosophy,203.0,2019-fa,0.0,8.0,9.0,10.0,10.0,4.0,7.0,3.0,2.0,0.0,1.0,0.0,7.0,1.0,PHIL 203,,,HP,,,
973,"Savonius-Wroth, Sami-Juha",Intro to Political Philosophy,107.0,2018-fa,3.0,6.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,PHIL 107,,,,,,SS
974,"Schneider, Dorothee",Nineteenth Century America,271.0,2018-fa,0.0,6.0,8.0,1.0,7.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,HIST 271,,WCC,HP,,,
975,"Schneider, Matthew J",Race and Ethnicity,225.0,2018-fa,5.0,18.0,6.0,2.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,SOC 225,,US,,,,SS
976,"Schneider, Matthew J",Race and Ethnicity,225.0,2019-fa,0.0,17.0,8.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,SOC 225,,US,,,,SS
977,"Schulte, Elaine C",College Physics: E&M & Modern,102.0,2019-fa,30.0,31.0,17.0,13.0,18.0,24.0,20.0,24.0,13.0,8.0,10.0,9.0,1.0,2.0,PHYS 102,,,,PS,QR2,
978,"Schultz, Colleen",Economic Statistics I,202.0,2018-fa,32.0,112.0,45.0,39.0,103.0,24.0,14.0,37.0,10.0,10.0,14.0,14.0,11.0,1.0,ECON 202,,,,,QR1,
979,"Schultz, Colleen",Economic Statistics I,202.0,2019-fa,23.0,108.0,14.0,11.0,62.0,6.0,7.0,37.0,8.0,8.0,6.0,1.0,3.0,1.0,ECON 202,,,,,QR1,
980,"Scott, Ian",Educational Psychology,201.0,2018-fa,68.0,151.0,8.0,6.0,16.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,EPSY 201,,,,,,BSC
981,"Seiter, Nicholas J",Applied Entomology,270.0,2018-fa,1.0,8.0,2.0,2.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,CPSC 270,,,,LS,,
982,"Seiter, Nicholas J",Applied Entomology,270.0,2018-fa,1.0,8.0,2.0,2.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,IB 220,,,,LS,,
983,"Seiter, Nicholas J",Applied Entomology,270.0,2018-fa,1.0,8.0,2.0,2.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,NRES 270,,,,LS,,
984,"Seiter, Nicholas J",Applied Entomology,270.0,2019-fa,1.0,10.0,3.0,4.0,15.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,CPSC 270,,,,LS,,
985,"Seiter, Nicholas J",Applied Entomology,270.0,2019-fa,1.0,10.0,3.0,4.0,15.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,IB 220,,,,LS,,
986,"Seiter, Nicholas J",Applied Entomology,270.0,2019-fa,1.0,10.0,3.0,4.0,15.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,NRES 270,,,,LS,,
987,"Sethi, Simrun S",Visual Design for Non-Majors,105.0,2018-fa,0.0,19.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ART 105,,,LA,,,
988,"Shapiro, David J",Biochemistry Senior Seminar,460.0,2018-fa,1.0,10.0,4.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BIOC 460,ACP,,,,,
989,"Sharif, Lila A",Food and Asian Americans,287.0,2018-fa,3.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAS 287,,US,,,,SS
990,"Sharif, Lila A",Food and Asian Americans,287.0,2019-fa,27.0,29.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,AAS 287,,US,,,,SS
991,"Sherwood, Ryan J",Intro to British Literature,115.0,2018-fa,0.0,21.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENGL 115,,WCC,LA,,,
992,"Sickles, Anne M",University Physics: Elec & Mag,212.0,2019-fa,44.0,33.0,28.0,23.0,25.0,32.0,36.0,25.0,35.0,25.0,15.0,15.0,5.0,1.0,PHYS 212,,,,PS,QR2,
993,"Stelzer, Timothy J",University Physics: Elec & Mag,212.0,2019-fa,67.0,83.0,37.0,57.0,53.0,48.0,62.0,62.0,45.0,29.0,17.0,22.0,7.0,2.0,PHYS 212,,,,PS,QR2,
994,"Silverman, Helaine I",The Archaeology of Death,180.0,2018-fa,51.0,89.0,28.0,20.0,35.0,4.0,5.0,19.0,5.0,0.0,10.0,0.0,4.0,2.0,ANTH 180,,WCC,,,,SS
995,"Silverman, Helaine I",The Archaeology of Death,180.0,2019-fa,24.0,89.0,21.0,16.0,49.0,8.0,20.0,15.0,7.0,0.0,12.0,0.0,6.0,2.0,ANTH 180,,WCC,,,,SS
996,"Sin, Gisela",Intro to US Gov & Pol,101.0,2019-fa,43.0,32.0,17.0,12.0,18.0,8.0,5.0,4.0,4.0,2.0,4.0,0.0,4.0,2.0,PS 101,,,,,,SS
997,"Snodgrass, Eric R",Severe and Hazardous Weather,120.0,2018-fa,134.0,212.0,73.0,45.0,40.0,22.0,15.0,10.0,2.0,4.0,1.0,3.0,6.0,0.0,ATMS 120,,,,PS,QR2,
998,"Snodgrass, Eric R",Severe and Hazardous Weather,120.0,2018-fa,134.0,212.0,73.0,45.0,40.0,22.0,15.0,10.0,2.0,4.0,1.0,3.0,6.0,0.0,ESE 120,,,,PS,QR2,
999,"Sosnoff, Jacob J",Motor Development and Control,259.0,2018-fa,4.0,21.0,22.0,18.0,18.0,14.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,HDFS 259,,,,,,BSC
1000,"Sosnoff, Jacob J",Motor Development and Control,259.0,2018-fa,4.0,21.0,22.0,18.0,18.0,14.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,KIN 259,,,,,,BSC
1001,"Sosnoff, Jacob J",Motor Development and Control,259.0,2019-fa,7.0,19.0,26.0,27.0,16.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,HDFS 259,,,,,,BSC
1002,"Sosnoff, Jacob J",Motor Development and Control,259.0,2019-fa,7.0,19.0,26.0,27.0,16.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,KIN 259,,,,,,BSC
1003,"Soto, Silvia",Intro to Amer Indian Studies,101.0,2018-fa,1.0,16.0,6.0,6.0,18.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIS 101,,US,HP,,,
1004,"Srull, Thomas K",Intro Psych,100.0,2018-fa,0.0,82.0,0.0,0.0,67.0,0.0,0.0,57.0,0.0,0.0,8.0,0.0,2.0,0.0,PSYC 100,,,,,,BSC
1005,"Travis, Lisa L",Intro Psych,100.0,2018-fa,32.0,195.0,102.0,132.0,336.0,106.0,72.0,141.0,30.0,26.0,64.0,13.0,35.0,2.0,PSYC 100,,,,,,BSC
1006,"Srull, Thomas K",Intro Psych,100.0,2019-fa,0.0,60.0,0.0,0.0,43.0,0.0,0.0,27.0,0.0,0.0,3.0,0.0,1.0,1.0,PSYC 100,,,,,,BSC
1007,"Travis, Lisa L",Intro Psych,100.0,2019-fa,24.0,270.0,159.0,159.0,343.0,73.0,41.0,107.0,28.0,15.0,19.0,3.0,35.0,6.0,PSYC 100,,,,,,BSC
1008,"Steward, Daniel J",Social Research Methods,380.0,2019-fa,1.0,21.0,7.0,4.0,10.0,4.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,SOC 380,,,,,QR2,
1009,"Stoeckl, Stephanie J",Viking Mythology,251.0,2018-fa,1.0,53.0,9.0,5.0,6.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,CWL 251,,WCC,HP,,,
1010,"Stoeckl, Stephanie J",Viking Mythology,251.0,2018-fa,1.0,53.0,9.0,5.0,6.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,MDVL 251,,WCC,HP,,,
1011,"Stoeckl, Stephanie J",Viking Mythology,251.0,2018-fa,1.0,53.0,9.0,5.0,6.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,REL 251,,WCC,HP,,,
1012,"Stoeckl, Stephanie J",Viking Mythology,251.0,2018-fa,1.0,53.0,9.0,5.0,6.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,SCAN 251,,WCC,HP,,,
1013,"Stoppino, Eleonora",Italy Middle Ages & Renaiss,240.0,2018-fa,0.0,8.0,4.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CWL 240,,,LA,,,
1014,"Stoppino, Eleonora",Italy Middle Ages & Renaiss,240.0,2018-fa,0.0,8.0,4.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ITAL 240,,,LA,,,
1015,"Stoppino, Eleonora",Italy Middle Ages & Renaiss,240.0,2018-fa,0.0,8.0,4.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MDVL 240,,,LA,,,
1016,"Stoppino, Eleonora",Italy Middle Ages & Renaiss,240.0,2019-fa,0.0,8.0,12.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CWL 240,,,LA,,,
1017,"Stoppino, Eleonora",Italy Middle Ages & Renaiss,240.0,2019-fa,0.0,8.0,12.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITAL 240,,,LA,,,
1018,"Stoppino, Eleonora",Italy Middle Ages & Renaiss,240.0,2019-fa,0.0,8.0,12.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MDVL 240,,,LA,,,
1019,"Sussman, David G",Biomedical Ethics,214.0,2019-fa,1.0,3.0,7.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHIL 214,,,HP,,,
1020,"Takao, Makoto H",The History of Music I,313.0,2019-fa,5.0,11.0,22.0,11.0,11.0,12.0,1.0,4.0,4.0,0.0,0.0,5.0,2.0,1.0,MUS 313,,,LA,,,
1021,"Talic, Aida",Elements of Syntax,301.0,2019-fa,9.0,6.0,1.0,9.0,0.0,2.0,4.0,0.0,4.0,4.0,1.0,1.0,5.0,0.0,LING 301,ACP,,,,,
1022,"Tempest, Richard V",Intro to Russian Culture,115.0,2018-fa,0.0,16.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,REES 116,,WCC,LA,,,
1023,"Tempest, Richard V",Intro to Russian Culture,115.0,2018-fa,0.0,16.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RUSS 115,,WCC,LA,,,
1024,"Tempest, Richard V",Russ & E Euro Science Fiction,117.0,2018-fa,0.0,11.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CWL 117,,,LA,,,
1025,"Tempest, Richard V",Russ & E Euro Science Fiction,117.0,2018-fa,0.0,11.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SLAV 117,,,LA,,,
1026,"Tempest, Richard V",Russ & E Euro Science Fiction,117.0,2019-fa,0.0,16.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CWL 117,,,LA,,,
1027,"Tempest, Richard V",Russ & E Euro Science Fiction,117.0,2019-fa,0.0,16.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SLAV 117,,,LA,,,
1028,"TerBush, Jessica",Materials Laboratory I,307.0,2018-fa,0.0,21.0,32.0,21.0,7.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,MSE 307,ACP,,,,,
1029,"TerBush, Jessica",Materials Laboratory I,307.0,2019-fa,1.0,26.0,14.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MSE 307,ACP,,,,,
1030,"Terrones, Lettycia",Intro to Latina/o Literature,242.0,2019-fa,0.0,7.0,4.0,7.0,11.0,7.0,3.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,ENGL 225,,US,LA,,,
1031,"Terrones, Lettycia",Intro to Latina/o Literature,242.0,2019-fa,0.0,7.0,4.0,7.0,11.0,7.0,3.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,LLS 242,,US,LA,,,
1032,"Terrones, Lettycia",Intro to Latina/o Literature,242.0,2019-fa,0.0,7.0,4.0,7.0,11.0,7.0,3.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,SPAN 242,,US,LA,,,
1033,"Tiglay, Fatma Pelin",Western Civ Since 1660,142.0,2019-fa,1.0,7.0,7.0,7.0,8.0,7.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,HIST 142,,WCC,HP,,,
1034,"Todd, Nathan R",Community Psych,239.0,2018-fa,6.0,32.0,15.0,9.0,9.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,PSYC 239,,,,,,SS
1035,"Toenjes, John M",Explore Music through Dance,200.0,2018-fa,15.0,38.0,6.0,13.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,DANC 200,,,LA,,,
1036,"Toenjes, John M",Explore Music through Dance,200.0,2019-fa,23.0,48.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,DANC 200,,,LA,,,
1037,"Tomkin, Jonathan H",Sustainable Earth,100.0,2019-fa,0.0,3.0,6.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,ESE 100,,,,PS,,
1038,"Tomkin, Jonathan H",Sustainable Earth,100.0,2019-fa,0.0,3.0,6.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,GCL 124,,,,PS,,
1039,"Tsekouras, Ioannis",Introduction to World Music,133.0,2018-fa,147.0,91.0,64.0,40.0,45.0,25.0,14.0,14.0,8.0,1.0,1.0,0.0,5.0,0.0,MUS 133,,NW,LA,,,
1040,"Tsekouras, Ioannis",Introduction to World Music,133.0,2019-fa,63.0,37.0,34.0,22.0,29.0,16.0,8.0,7.0,4.0,5.0,0.0,5.0,4.0,0.0,MUS 133,,NW,LA,,,
1041,"Tye, Nathan T",US Hist Since 1877,172.0,2018-fa,7.0,10.0,19.0,17.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,HIST 172,,WCC,HP,,,
1042,"Tyger, Suzette N",Intro to Japanese Culture,250.0,2019-fa,0.0,4.0,4.0,3.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,EALC 250,,NW,,,,SS
1043,"Valdivia, Angharad N",Sex & Gender in Popular Media,356.0,2019-fa,4.0,7.0,7.0,8.0,6.0,6.0,7.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,GWS 356,,WCC,,,,
1044,"Valdivia, Angharad N",Sex & Gender in Popular Media,356.0,2019-fa,4.0,7.0,7.0,8.0,6.0,6.0,7.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,MACS 356,,WCC,,,,
1045,"Varden, Helga",Conceptions of Human Nature,250.0,2019-fa,0.0,7.0,12.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,PHIL 250,,,HP,,,
1046,"Varden, Helga",Ethics,210.0,2018-fa,2.0,16.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,PHIL 210,,,HP,,,
